,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,kpi,awards_won.,avg_training_score,log_age,ln_education,log_previous_year_rating,ln_no_of_training,ln_age,ln_avg_training_score,ln_awards_won.,log_no_of_training,Log_no_of_training,pr_is_promoted,is_promoted,pred_is_promoted
17,27561,Operations,region_27,1,f,sourcing,1,26,5,3,0,0,56,3.258096538,0,1.609437912,0,3.258096538,4.025351691,#NAME?,0,0,0.065666681,N,0
18,26622,Sales & Marketing,region_17,1,m,sourcing,1,40,5,6,1,0,50,3.688879454,0,1.609437912,0,3.688879454,3.912023005,#NAME?,0,0,0.236007945,Y,1
19,31582,Procurement,region_7,1,f,other,1,49,3,7,1,0,64,3.891820298,0,1.098612289,0,3.891820298,4.158883083,#NAME?,0,0,0.113733567,Y,1
20,29793,Procurement,region_27,1,m,other,1,27,2,5,0,0,65,3.295836866,0,0.693147181,0,3.295836866,4.17438727,#NAME?,0,0,0.031021489,N,0
21,72735,Sales & Marketing,region_9,3,m,sourcing,1,37,5,3,0,0,47,3.610917913,1.098612289,1.609437912,0,3.610917913,3.850147602,#NAME?,0,0,0.018854754,N,0
22,5677,Technology,region_17,1,m,sourcing,1,25,3,1,0,0,80,3.218875825,0,1.098612289,0,3.218875825,4.382026635,#NAME?,0,0,0.079218099,N,0
23,60889,Technology,region_29,3,m,sourcing,1,30,1,3,0,0,83,3.401197382,1.098612289,0,0,3.401197382,4.418840608,#NAME?,0,0,0.016703394,N,0
24,51498,Procurement,region_4,3,m,other,1,41,3,4,0,0,76,3.713572067,1.098612289,1.098612289,0,3.713572067,4.33073334,#NAME?,0,0,0.059636225,N,0
25,8566,Finance,region_20,1,f,other,1,29,4,6,1,0,58,3.36729583,0,1.386294361,0,3.36729583,4.060443011,#NAME?,0,0,0.085346212,N,0
26,53151,Operations,region_20,1,m,other,1,33,3,7,1,1,62,3.496507561,0,1.098612289,0,3.496507561,4.127134385,0,0,0,0.362250869,Y,1
27,16203,Sales & Marketing,region_17,3,m,sourcing,1,34,4,6,1,0,50,3.526360525,1.098612289,1.386294361,0,3.526360525,3.912023005,#NAME?,0,0,0.240662295,Y,1
28,61083,Analytics,region_13,1,m,sourcing,1,34,3,3,1,0,87,3.526360525,0,1.098612289,0,3.526360525,4.465908119,#NAME?,0,0,0.101790455,Y,1
29,74849,Operations,region_22,1,m,other,1,52,1,10,0,0,61,3.951243719,0,0,0,3.951243719,4.110873864,#NAME?,0,0,0.016635256,N,0
30,13259,Sales & Marketing,region_34,1,m,sourcing,1,30,2,3,0,0,50,3.401197382,0,0.693147181,0,3.401197382,3.912023005,#NAME?,0,0,0.009175386,N,0
31,72407,Analytics,region_2,3,m,sourcing,2,34,4,7,0,0,87,3.526360525,1.098612289,1.386294361,0.693147181,3.526360525,4.465908119,#NAME?,0.693147181,0.693147181,0.049628195,N,0
32,65237,Sales & Marketing,region_2,1,m,sourcing,2,43,1,14,0,0,52,3.761200116,0,0,0.693147181,3.761200116,3.951243719,#NAME?,0.693147181,0.693147181,0.014563476,N,0
33,67672,Technology,region_17,1,m,other,1,29,3,1,1,0,85,3.36729583,0,1.098612289,0,3.36729583,4.442651256,#NAME?,0,0,0.209965743,Y,1
34,77460,Sales & Marketing,region_2,1,f,sourcing,1,35,3,3,1,0,52,3.555348061,0,1.098612289,0,3.555348061,3.951243719,#NAME?,0,0,0.10270489,Y,1
35,67317,Technology,region_22,3,m,other,4,40,3,12,0,0,77,3.688879454,1.098612289,1.098612289,1.386294361,3.688879454,4.343805422,#NAME?,1.386294361,1.386294361,0.054250147,N,0
36,68788,Technology,region_23,1,m,sourcing,2,33,4,9,0,0,83,3.496507561,0,1.386294361,0.693147181,3.496507561,4.418840608,#NAME?,0.693147181,0.693147181,0.076852439,N,0
37,36834,Sales & Marketing,region_8,3,m,other,1,30,3,2,1,0,55,3.401197382,1.098612289,1.098612289,0,3.401197382,4.007333185,#NAME?,0,0,0.112472903,Y,1
38,64281,Sales & Marketing,region_14,1,f,sourcing,2,42,1,3,1,0,46,3.737669618,0,0,0.693147181,3.737669618,3.828641396,#NAME?,0.693147181,0.693147181,0.034372262,N,0
39,1822,Sales & Marketing,region_22,1,m,sourcing,3,29,1,3,0,0,51,3.36729583,0,0,1.098612289,3.36729583,3.931825633,#NAME?,1.098612289,1.098612289,0.020321767,N,0
40,55325,Analytics,region_22,1,m,other,1,25,3,1,0,0,88,3.218875825,0,1.098612289,0,3.218875825,4.477336814,#NAME?,0,0,0.054139188,N,0
41,41432,Analytics,region_26,1,m,sourcing,1,26,5,4,1,0,90,3.258096538,0,1.609437912,0,3.258096538,4.49980967,#NAME?,0,0,0.183487891,Y,1
42,52061,Sales & Marketing,region_31,1,m,other,1,27,2,3,0,0,52,3.295836866,0,0.693147181,0,3.295836866,3.951243719,#NAME?,0,0,0.019263251,N,0
43,39973,Operations,region_13,1,m,other,1,34,5,5,1,0,66,3.526360525,0,1.609437912,0,3.526360525,4.189654742,#NAME?,0,0,0.17222941,Y,1
44,42524,Sales & Marketing,region_31,1,m,sourcing,1,26,4,5,0,0,45,3.258096538,0,1.386294361,0,3.258096538,3.80666249,#NAME?,0,0,0.039250138,N,0
45,7935,Technology,region_2,1,f,other,1,52,5,18,0,0,80,3.951243719,0,1.609437912,0,3.951243719,4.382026635,#NAME?,0,0,0.076218354,N,0
46,49940,Sales & Marketing,region_7,1,m,other,1,26,5,2,1,0,54,3.258096538,0,1.609437912,0,3.258096538,3.988984047,#NAME?,0,0,0.26254041,Y,1
47,10059,Analytics,region_34,1,m,sourcing,3,27,3,2,0,0,83,3.295836866,0,1.098612289,1.098612289,3.295836866,4.418840608,#NAME?,1.098612289,1.098612289,0.010469003,N,0
48,44159,Analytics,region_22,3,m,other,1,31,3,1,1,0,84,3.433987204,1.098612289,1.098612289,0,3.433987204,4.430816799,#NAME?,0,0,0.170506811,Y,1
49,76691,Operations,region_23,1,m,other,1,33,4,8,1,0,59,3.496507561,0,1.386294361,0,3.496507561,4.077537444,#NAME?,0,0,0.183395605,Y,1
50,3720,Sales & Marketing,region_2,1,m,sourcing,1,36,5,4,1,0,49,3.583518938,0,1.609437912,0,3.583518938,3.891820298,#NAME?,0,0,0.180323145,Y,1
51,5621,Technology,region_2,3,f,other,1,57,1,26,0,0,76,4.043051268,1.098612289,0,0,4.043051268,4.33073334,#NAME?,0,0,0.028729901,N,0
52,24147,Sales & Marketing,region_2,1,m,other,2,46,1,7,0,0,49,3.828641396,0,0,0.693147181,3.828641396,3.891820298,#NAME?,0.693147181,0.693147181,0.011930793,N,0
53,33997,Sales & Marketing,region_19,1,m,sourcing,1,30,2,3,0,0,50,3.401197382,0,0.693147181,0,3.401197382,3.912023005,#NAME?,0,0,0.020356952,N,0
54,64076,Operations,region_2,2,m,other,1,21,3,1,1,0,56,3.044522438,0.693147181,1.098612289,0,3.044522438,4.025351691,#NAME?,0,0,0.152650122,Y,1
55,21379,Technology,region_4,1,m,sourcing,1,26,3,1,1,0,85,3.258096538,0,1.098612289,0,3.258096538,4.442651256,#NAME?,0,0,0.24211293,Y,1
56,23714,Technology,region_7,3,m,sourcing,2,40,3,6,0,0,81,3.688879454,1.098612289,1.098612289,0.693147181,3.688879454,4.394449155,#NAME?,0.693147181,0.693147181,0.052681644,N,0
57,19866,Technology,region_23,1,m,other,2,32,3,6,0,0,79,3.465735903,0,1.098612289,0.693147181,3.465735903,4.369447852,#NAME?,0.693147181,0.693147181,0.054761918,N,0
58,4529,Finance,region_22,3,f,sourcing,1,36,3,2,1,0,61,3.583518938,1.098612289,1.098612289,0,3.583518938,4.110873864,#NAME?,0,0,0.125855599,Y,1
59,64703,Legal,region_2,1,m,other,1,28,2,2,0,0,62,3.33220451,0,0.693147181,0,3.33220451,4.127134385,#NAME?,0,0,0.014958165,N,0
60,19649,Operations,region_22,1,f,sourcing,1,29,5,4,1,0,56,3.36729583,0,1.609437912,0,3.36729583,4.025351691,#NAME?,0,0,0.248844259,Y,1
61,6596,Sales & Marketing,region_2,3,m,sourcing,1,38,4,4,0,0,49,3.63758616,1.098612289,1.386294361,0,3.63758616,3.891820298,#NAME?,0,0,0.050142467,N,0
62,7999,Technology,region_4,1,m,other,1,31,2,4,1,0,78,3.433987204,0,0.693147181,0,3.433987204,4.356708827,#NAME?,0,0,0.172789733,Y,1
63,4762,Sales & Marketing,region_22,1,m,other,1,29,1,4,0,0,46,3.36729583,0,0,0,3.36729583,3.828641396,#NAME?,0,0,0.026911576,N,0
64,5387,Technology,region_5,2,m,other,1,23,3,1,0,0,81,3.135494216,0.693147181,1.098612289,0,3.135494216,4.394449155,#NAME?,0,0,0.039455541,N,0
65,24620,Operations,region_26,1,m,sourcing,1,41,4,6,1,0,60,3.713572067,0,1.386294361,0,3.713572067,4.094344562,#NAME?,0,0,0.092947748,N,0
66,57989,Procurement,region_2,1,m,other,1,29,5,2,1,0,74,3.36729583,0,1.609437912,0,3.36729583,4.304065093,#NAME?,0,0,0.22071983,Y,1
67,75619,Sales & Marketing,region_28,1,f,other,1,29,2,5,0,0,51,3.36729583,0,0.693147181,0,3.36729583,3.931825633,#NAME?,0,0,0.035260372,N,0
68,26977,Operations,region_2,1,m,sourcing,1,28,3,3,0,0,59,3.33220451,0,1.098612289,0,3.33220451,4.077537444,#NAME?,0,0,0.034820024,N,0
69,65975,Analytics,region_29,1,m,other,2,28,5,4,1,0,84,3.33220451,0,1.609437912,0.693147181,3.33220451,4.430816799,#NAME?,0.693147181,0.693147181,0.107097893,Y,1
70,51302,Procurement,region_22,1,f,sourcing,1,31,1,6,0,0,64,3.433987204,0,0,0,3.433987204,4.158883083,#NAME?,0,0,0.029141311,N,0
71,63714,Technology,region_4,3,m,sourcing,1,36,3,4,0,0,76,3.583518938,1.098612289,1.098612289,0,3.583518938,4.33073334,#NAME?,0,0,0.081651742,N,0
72,70556,Operations,region_2,1,m,other,3,26,3,4,1,0,57,3.258096538,0,1.098612289,1.098612289,3.258096538,4.043051268,#NAME?,1.098612289,1.098612289,0.095945034,N,0
73,70117,Technology,region_15,1,m,other,1,29,3,2,0,0,84,3.36729583,0,1.098612289,0,3.36729583,4.430816799,#NAME?,0,0,0.046887222,N,0
74,51972,Analytics,region_7,1,m,sourcing,1,32,4,6,0,0,85,3.465735903,0,1.386294361,0,3.465735903,4.442651256,#NAME?,0,0,0.06135322,N,0
75,60572,Sales & Marketing,region_2,1,f,other,1,40,1,10,0,0,50,3.688879454,0,0,0,3.688879454,3.912023005,#NAME?,0,0,0.016912448,N,0
76,9548,Analytics,region_22,1,m,sourcing,2,38,4,13,0,0,87,3.63758616,0,1.386294361,0.693147181,3.63758616,4.465908119,#NAME?,0.693147181,0.693147181,0.055748514,N,0
77,64,Analytics,region_4,1,m,other,1,42,5,11,1,0,80,3.737669618,0,1.609437912,0,3.737669618,4.382026635,#NAME?,0,0,0.26268901,Y,1
78,35510,Procurement,region_29,3,f,other,1,33,3,6,0,0,68,3.496507561,1.098612289,1.098612289,0,3.496507561,4.219507705,#NAME?,0,0,0.025008186,N,0
79,10732,Analytics,region_2,1,m,other,1,31,5,5,1,0,92,3.433987204,0,1.609437912,0,3.433987204,4.521788577,#NAME?,0,0,0.203784417,Y,1
80,9214,Operations,region_3,3,f,sourcing,1,35,3,4,0,0,58,3.555348061,1.098612289,1.098612289,0,3.555348061,4.060443011,#NAME?,0,0,0.043203158,N,0
81,10761,HR,region_2,3,f,sourcing,1,58,5,6,1,0,51,4.060443011,1.098612289,1.609437912,0,4.060443011,3.931825633,#NAME?,0,0,0.095492319,N,0
82,32110,Sales & Marketing,region_28,1,f,sourcing,1,26,2,4,0,0,48,3.258096538,0,0.693147181,0,3.258096538,3.871201011,#NAME?,0,0,0.037973874,N,0
83,50038,HR,region_29,1,f,sourcing,1,33,3,8,1,0,49,3.496507561,0,1.098612289,0,3.496507561,3.891820298,#NAME?,0,0,0.037929245,N,0
84,1555,Technology,region_7,1,m,sourcing,1,30,3,3,1,0,80,3.401197382,0,1.098612289,0,3.401197382,4.382026635,#NAME?,0,0,0.186134119,Y,1
85,21200,Technology,region_13,3,f,sourcing,1,43,3,12,0,0,79,3.761200116,1.098612289,1.098612289,0,3.761200116,4.369447852,#NAME?,0,0,0.050728463,N,0
86,50380,HR,region_17,1,f,sourcing,1,31,4,7,0,0,48,3.433987204,0,1.386294361,0,3.433987204,3.871201011,#NAME?,0,0,0.044082084,N,0
87,45009,Analytics,region_29,1,m,sourcing,1,32,3,5,1,0,86,3.465735903,0,1.098612289,0,3.465735903,4.454347296,#NAME?,0,0,0.062452723,N,0
88,65450,Technology,region_2,3,f,sourcing,2,57,2,7,0,0,83,4.043051268,1.098612289,0.693147181,0.693147181,4.043051268,4.418840608,#NAME?,0.693147181,0.693147181,0.023074284,N,0
89,77333,Operations,region_2,1,f,other,1,54,4,22,0,0,57,3.988984047,0,1.386294361,0,3.988984047,4.043051268,#NAME?,0,0,0.039450569,N,0
90,2347,Analytics,region_15,1,m,other,2,37,5,8,1,0,82,3.610917913,0,1.609437912,0.693147181,3.610917913,4.406719247,#NAME?,0.693147181,0.693147181,0.156759576,Y,1
91,8443,R&D,region_22,3,m,other,2,27,4,5,0,0,86,3.295836866,1.098612289,1.386294361,0.693147181,3.295836866,4.454347296,#NAME?,0.693147181,0.693147181,0.048564218,N,0
92,39490,Operations,region_22,3,m,sourcing,1,44,3,10,0,0,55,3.784189634,1.098612289,1.098612289,0,3.784189634,4.007333185,#NAME?,0,0,0.044679599,N,0
93,69077,Technology,region_24,3,f,other,1,37,3,10,0,0,81,3.610917913,1.098612289,1.098612289,0,3.610917913,4.394449155,#NAME?,0,0,0.030769315,N,0
94,64652,Procurement,region_7,3,m,other,1,48,4,8,0,0,72,3.871201011,1.098612289,1.386294361,0,3.871201011,4.276666119,#NAME?,0,0,0.060911753,N,0
95,5254,Sales & Marketing,region_25,1,f,other,1,31,3,6,1,0,43,3.433987204,0,1.098612289,0,3.433987204,3.761200116,#NAME?,0,0,0.160995251,Y,1
96,71131,Finance,region_22,1,f,other,1,28,5,5,1,0,60,3.33220451,0,1.609437912,0,3.33220451,4.094344562,#NAME?,0,0,0.230535451,Y,1
97,19620,Procurement,region_13,3,f,other,1,34,3,4,0,0,69,3.526360525,1.098612289,1.098612289,0,3.526360525,4.234106505,#NAME?,0,0,0.042923928,N,0
98,41266,Sales & Marketing,region_14,1,f,sourcing,1,44,1,4,0,0,47,3.784189634,0,0,0,3.784189634,3.850147602,#NAME?,0,0,0.011565933,N,0
99,11001,Sales & Marketing,region_12,1,m,sourcing,1,27,5,2,0,0,50,3.295836866,0,1.609437912,0,3.295836866,3.912023005,#NAME?,0,0,0.055638148,N,0
100,28530,Operations,region_22,3,m,referred,1,45,3,4,1,0,57,3.80666249,1.098612289,1.098612289,0,3.80666249,4.043051268,#NAME?,0,0,0.125186441,Y,1
101,72481,Sales & Marketing,region_13,1,m,sourcing,1,24,4,2,0,0,48,3.17805383,0,1.386294361,0,3.17805383,3.871201011,#NAME?,0,0,0.056439738,N,0
102,67417,Analytics,region_29,1,m,other,1,37,5,4,0,0,82,3.610917913,0,1.609437912,0,3.610917913,4.406719247,#NAME?,0,0,0.030462652,N,0
103,51840,Analytics,region_22,3,m,other,1,27,3,1,1,0,86,3.295836866,1.098612289,1.098612289,0,3.295836866,4.454347296,#NAME?,0,0,0.188617726,Y,1
104,43223,Legal,region_22,1,m,other,1,33,3,1,1,0,59,3.496507561,0,1.098612289,0,3.496507561,4.077537444,#NAME?,0,0,0.079087585,N,0
105,40287,Sales & Marketing,region_2,3,f,other,1,31,1,2,1,0,53,3.433987204,1.098612289,0,0,3.433987204,3.970291914,#NAME?,0,0,0.073924922,N,0
106,29367,Sales & Marketing,region_7,3,m,sourcing,3,38,3,5,0,0,49,3.63758616,1.098612289,1.098612289,1.098612289,3.63758616,3.891820298,#NAME?,1.098612289,1.098612289,0.036074488,N,0
107,36352,Procurement,region_22,1,m,other,1,32,5,2,1,0,72,3.465735903,0,1.609437912,0,3.465735903,4.276666119,#NAME?,0,0,0.261331777,Y,1
108,29681,Analytics,region_19,1,m,other,1,29,3,4,0,0,84,3.36729583,0,1.098612289,0,3.36729583,4.430816799,#NAME?,0,0,0.029417706,N,0
109,30233,Sales & Marketing,region_15,1,m,other,1,37,4,9,0,0,50,3.610917913,0,1.386294361,0,3.610917913,3.912023005,#NAME?,0,0,0.043913238,N,0
110,66601,Operations,region_13,1,m,other,2,42,3,12,0,0,60,3.737669618,0,1.098612289,0.693147181,3.737669618,4.094344562,#NAME?,0.693147181,0.693147181,0.024057493,N,0
111,40276,R&D,region_22,3,m,sourcing,2,32,5,5,1,0,88,3.465735903,1.098612289,1.609437912,0.693147181,3.465735903,4.477336814,#NAME?,0.693147181,0.693147181,0.176936381,Y,1
112,1522,Operations,region_13,1,m,other,1,45,3,3,0,0,60,3.80666249,0,1.098612289,0,3.80666249,4.094344562,#NAME?,0,0,0.022350346,N,0
113,17936,Analytics,region_29,1,m,other,1,28,3,7,0,0,83,3.33220451,0,1.098612289,0,3.33220451,4.418840608,#NAME?,0,0,0.021680372,N,0
114,26270,Technology,region_15,3,m,sourcing,1,35,1,9,0,0,81,3.555348061,1.098612289,0,0,3.555348061,4.394449155,#NAME?,0,0,0.02972451,N,0
115,6837,Sales & Marketing,region_4,1,m,other,3,28,3,5,0,0,48,3.33220451,0,1.098612289,1.098612289,3.33220451,3.871201011,#NAME?,1.098612289,1.098612289,0.048515234,N,0
116,49665,Operations,region_8,1,f,other,1,37,1,3,1,0,59,3.610917913,0,0,0,3.610917913,4.077537444,#NAME?,0,0,0.039406813,N,0
117,1908,Analytics,region_4,3,m,other,1,38,4,7,1,0,88,3.63758616,1.098612289,1.386294361,0,3.63758616,4.477336814,#NAME?,0,0,0.241743642,Y,1
118,6474,Procurement,region_2,1,f,sourcing,1,31,1,6,0,0,68,3.433987204,0,0,0,3.433987204,4.219507705,#NAME?,0,0,0.021539261,N,0
119,27495,Operations,region_2,3,m,other,2,43,3,2,0,0,69,3.761200116,1.098612289,1.098612289,0.693147181,3.761200116,4.234106505,#NAME?,0.693147181,0.693147181,0.024528308,N,0
120,24324,Operations,region_23,1,m,other,1,32,3,2,1,0,62,3.465735903,0,1.098612289,0,3.465735903,4.127134385,#NAME?,0,0,0.128206689,Y,1
121,14299,Procurement,region_2,2,m,sourcing,1,24,4,2,1,0,69,3.17805383,0.693147181,1.386294361,0,3.17805383,4.234106505,#NAME?,0,0,0.215929967,Y,1
122,56246,Operations,region_2,3,m,other,1,52,5,8,0,0,59,3.951243719,1.098612289,1.609437912,0,3.951243719,4.077537444,#NAME?,0,0,0.051967098,N,0
123,3901,Technology,region_13,3,m,other,1,38,5,2,0,0,88,3.63758616,1.098612289,1.609437912,0,3.63758616,4.477336814,#NAME?,0,0,0.085972762,N,0
124,41566,Finance,region_20,1,m,other,1,35,3,4,0,0,59,3.555348061,0,1.098612289,0,3.555348061,4.077537444,#NAME?,0,0,0.015232119,N,0
125,55735,Technology,region_31,3,m,other,1,39,5,4,0,1,81,3.663561646,1.098612289,1.609437912,0,3.663561646,4.394449155,0,0,0,0.345427106,Y,1
126,53627,Procurement,region_7,1,m,other,1,31,3,5,1,0,65,3.433987204,0,1.098612289,0,3.433987204,4.17438727,#NAME?,0,0,0.156298346,Y,1
127,62683,Operations,region_27,1,m,sourcing,1,37,3,5,0,0,57,3.610917913,0,1.098612289,0,3.610917913,4.043051268,#NAME?,0,0,0.0269351,N,0
128,42719,Analytics,region_21,1,m,sourcing,1,27,3,1,0,0,80,3.295836866,0,1.098612289,0,3.295836866,4.382026635,#NAME?,0,0,0.01912629,N,0
129,44948,Operations,region_30,3,f,other,1,37,5,9,1,0,56,3.610917913,1.098612289,1.609437912,0,3.610917913,4.025351691,#NAME?,0,0,0.223077869,Y,1
130,26037,Analytics,region_16,1,m,other,2,31,3,5,1,0,81,3.433987204,0,1.098612289,0.693147181,3.433987204,4.394449155,#NAME?,0.693147181,0.693147181,0.080965441,N,0
131,30607,Analytics,region_22,1,m,sourcing,1,28,5,4,1,0,85,3.33220451,0,1.609437912,0,3.33220451,4.442651256,#NAME?,0,0,0.272420323,Y,1
132,46103,Technology,region_15,1,m,other,1,26,3,3,0,0,77,3.258096538,0,1.098612289,0,3.258096538,4.343805422,#NAME?,0,0,0.052428121,N,0
133,6452,Finance,region_2,3,m,other,1,49,4,7,1,0,62,3.891820298,1.098612289,1.386294361,0,3.891820298,4.127134385,#NAME?,0,0,0.109855651,Y,1
134,47286,Procurement,region_13,1,f,other,1,34,3,9,0,0,68,3.526360525,0,1.098612289,0,3.526360525,4.219507705,#NAME?,0,0,0.03867867,N,0
135,44117,Finance,region_4,3,f,other,1,38,3,2,0,0,58,3.63758616,1.098612289,1.098612289,0,3.63758616,4.060443011,#NAME?,0,0,0.044069701,N,0
136,1367,Sales & Marketing,region_13,3,m,other,1,52,4,4,1,0,51,3.951243719,1.098612289,1.386294361,0,3.951243719,3.931825633,#NAME?,0,0,0.119793783,Y,1
137,26228,Sales & Marketing,region_22,1,m,sourcing,3,31,1,7,1,0,50,3.433987204,0,0,1.098612289,3.433987204,3.912023005,#NAME?,1.098612289,1.098612289,0.0695437,N,0
138,65694,Technology,region_2,1,f,other,1,24,1,2,0,0,82,3.17805383,0,0,0,3.17805383,4.406719247,#NAME?,0,0,0.030850585,N,0
139,2721,Analytics,region_22,1,f,sourcing,2,26,5,3,1,0,86,3.258096538,0,1.609437912,0.693147181,3.258096538,4.454347296,#NAME?,0.693147181,0.693147181,0.248741588,Y,1
140,63901,HR,region_7,1,m,other,1,31,2,5,0,0,66,3.433987204,0,0.693147181,0,3.433987204,4.189654742,#NAME?,0,0,0.019153386,N,0
141,4701,Technology,region_26,1,f,other,1,43,1,4,1,0,86,3.761200116,0,0,0,3.761200116,4.454347296,#NAME?,0,0,0.050577053,N,0
142,35341,Procurement,region_4,3,m,other,4,37,3,6,0,0,68,3.610917913,1.098612289,1.098612289,1.386294361,3.610917913,4.219507705,#NAME?,1.386294361,1.386294361,0.049109528,N,0
143,3203,Sales & Marketing,region_2,1,m,sourcing,1,37,4,4,0,0,50,3.610917913,0,1.386294361,0,3.610917913,3.912023005,#NAME?,0,0,0.041979199,N,0
144,10361,HR,region_2,3,m,other,1,37,5,9,1,0,53,3.610917913,1.098612289,1.609437912,0,3.610917913,3.970291914,#NAME?,0,0,0.143418334,Y,1
145,6572,Operations,region_29,1,m,other,1,32,5,8,1,0,58,3.465735903,0,1.609437912,0,3.465735903,4.060443011,#NAME?,0,0,0.110958027,Y,1
146,70408,Sales & Marketing,region_26,1,f,other,1,30,4,2,0,0,53,3.401197382,0,1.386294361,0,3.401197382,3.970291914,#NAME?,0,0,0.037400907,N,0
147,11774,Procurement,region_20,1,f,other,1,30,5,4,1,0,71,3.401197382,0,1.609437912,0,3.401197382,4.262679877,#NAME?,0,0,0.145852489,Y,1
148,37873,Sales & Marketing,region_7,1,m,sourcing,1,27,4,3,0,0,50,3.295836866,0,1.386294361,0,3.295836866,3.912023005,#NAME?,0,0,0.066903066,N,0
149,3886,Sales & Marketing,region_2,1,m,other,2,36,4,8,0,0,45,3.583518938,0,1.386294361,0.693147181,3.583518938,3.80666249,#NAME?,0.693147181,0.693147181,0.039512847,N,0
150,23347,Technology,region_9,1,m,sourcing,4,30,3,2,0,0,78,3.401197382,0,1.098612289,1.386294361,3.401197382,4.356708827,#NAME?,1.386294361,1.386294361,0.009301896,N,0
151,3034,Procurement,region_2,3,m,sourcing,1,49,4,19,0,0,73,3.891820298,1.098612289,1.386294361,0,3.891820298,4.290459441,#NAME?,0,0,0.059366066,N,0
152,30137,Sales & Marketing,region_10,3,m,other,1,38,5,5,0,0,63,3.63758616,1.098612289,1.609437912,0,3.63758616,4.143134726,#NAME?,0,0,0.064290199,N,0
153,52431,Sales & Marketing,region_30,1,m,other,1,29,3,6,0,0,51,3.36729583,0,1.098612289,0,3.36729583,3.931825633,#NAME?,0,0,0.042019207,N,0
154,11061,Technology,region_33,1,m,other,1,48,3,6,1,0,81,3.871201011,0,1.098612289,0,3.871201011,4.394449155,#NAME?,0,0,0.056860173,N,0
155,9706,Sales & Marketing,region_21,1,m,other,1,29,3,1,0,0,53,3.36729583,0,1.098612289,0,3.36729583,3.970291914,#NAME?,0,0,0.01800526,N,0
156,17607,Analytics,region_2,3,m,other,1,59,4,13,0,0,82,4.077537444,1.098612289,1.386294361,0,4.077537444,4.406719247,#NAME?,0,0,0.040983722,N,0
157,64986,Operations,region_7,1,f,other,1,36,5,5,1,0,62,3.583518938,0,1.609437912,0,3.583518938,4.127134385,#NAME?,0,0,0.205056321,Y,1
